Source,Target
10710,ID68193165
10715,ID97206937
10715,ID76983142
10715,ID61465286
10718,ID79344284
10718,ID53714569
10718,ID82572210
10722,ID27297731
10722,ID41310762
10722,ID59841543
10723,ID92846218
10723,ID64634908
10723,ID99159091
10728,ID27297731
10728,ID88392958
10728,ID39158507
10747,ID87110947
10747,ID54596978
10747,ID51894286
10752,ID25320446
10752,ID33018720
10752,ID74633130
10754,ID67574786
10754,ID35716418
10754,ID34430226
10769,ID83765356
10769,ID36093534
10769,ID18555375
10776,ID18727536
10776,ID10596136
10776,ID13003401
10778,ID96969441
10778,ID06880411
10778,ID57475753
10785,ID37406539
10785,ID87997891
10785,ID58105033
10833,ID18727536
10833,ID76250485
10833,ID84917624
10839,ID62473443
10839,ID12955411
10839,ID51784486
10843,ID68928451
10843,ID57698705
10843,ID22569479
10903,ID37444623
10903,ID48768526
10903,ID29681702
10915,ID27430736
10915,ID51220147
10915,ID16410154
10919,ID41310762
10919,ID27297731
10919,ID16766492
10920,ID69464236
10920,ID83443234
10920,ID24954279
10936,ID49305920
10936,ID55491510
10946,ID62473443
10946,ID44011951
10946,ID51784486
10987,ID62473443
10987,ID46892543
10987,ID12955411
11049,ID38465148
11049,ID32027152
11049,ID75979447
11055,ID73002757
11055,ID31898532
11055,ID77617341
11063,ID92906632
11063,ID69464236
11063,ID58420282
11068,ID87110947
11068,ID64207553
11068,ID83045017
11088,ID19069416
11088,ID29922475
11088,ID25751871
11099,ID77134168
11099,ID61704848
11099,ID81964154
11100,ID42573912
11100,ID34948073
11100,ID07183680
11179,ID42956315
11179,ID96173168
11179,ID81809381
11181,ID38465148
11181,ID89814259
11181,ID74373951
11188,ID60507252
11188,ID07227238
11188,ID19668557
11195,ID22601337
11195,ID15899832
11195,ID10178515
11199,ID86364376
11199,ID88785975
11199,ID67634638
11202,ID49305920
11202,ID02626998
11202,ID52780858
11220,ID61657199
11220,ID49757580
11220,ID06679222
11224,ID96173168
11224,ID59580716
11224,ID46428123
11235,ID68928451
11235,ID22569479
11235,ID75037313
11236,ID37680980
11236,ID34301661
11236,ID85444480
11237,ID48414987
11237,ID43779574
11237,ID04089571
11247,ID27297731
11247,ID41310762
11247,ID32444790
11250,ID77134168
11250,ID45646557
11250,ID79497842
11277,ID18213619
11277,ID60173533
11277,ID19624327
11290,ID01059570
11290,ID51857109
11290,ID05946405
11295,ID42935914
11295,ID26387817
11295,ID82742048
11298,ID03533746
11298,ID83648791
11298,ID02001099
11306,ID32347586
11306,ID85013777
11306,ID80538244
11332,ID20583529
11332,ID96173168
11332,ID39565903
11345,ID92128136
11345,ID27101543
11345,ID48651605
11357,ID87587523
11357,ID27297731
11357,ID41774670
11379,ID22768508
11379,ID80180374
11379,ID36112574
11386,ID05261241
11386,ID15421062
11386,ID29107268
11387,ID24486185
11387,ID35850700
11387,ID08636216
11388,ID65259276
11388,ID87152630
11388,ID68879248
11414,ID25320446
11414,ID07369902
11414,ID40217842
11418,ID92025304
11418,ID73522592
11418,ID42003742
11432,ID01755963
11432,ID56430262
11432,ID44989455
11444,ID36832251
11444,ID92457869
11444,ID84891170
11445,ID29922475
11445,ID70473359
11445,ID82308568
11448,ID19249211
11448,ID21516715
11448,ID26896771
11451,ID59983227
11451,ID41417875
11451,ID84563234
11452,ID20583529
11452,ID16432434
11452,ID37224381
11458,ID45434939
11458,ID58254506
11458,ID00166836
11463,ID35776622
11463,ID66776369
11463,ID70132703
11465,ID68928451
11465,ID96340070
11465,ID57698705
11466,ID62473443
11466,ID14981418
11466,ID74459929
11468,ID11438559
11468,ID20583529
11468,ID17095982
11469,ID16254191
11469,ID25956630
11469,ID44166741
11473,ID61657199
11473,ID04826083
11473,ID96524475
11486,ID64870362
11486,ID30681503
11486,ID60093391
11487,ID96969441
11487,ID73925846
11487,ID49833645
11492,ID38465148
11492,ID89814259
11492,ID74373951
11504,ID24486185
11504,ID56025918
11504,ID66937630
11507,ID48768526
11507,ID37444623
11507,ID29681702
11509,ID32493641
11509,ID09246896
11509,ID21903073
11512,ID53279747
11512,ID07521219
11512,ID20834556
11515,ID22601337
11515,ID54327846
11515,ID65641521
11530,ID20757185
11530,ID96340070
11530,ID32723722
11538,ID99361449
11538,ID30146992
11538,ID96480671
11550,ID58736069
11550,ID34112754
11550,ID44383141
11555,ID87110947
11555,ID37989575
11555,ID16188193
11578,ID49305920
11578,ID37784665
11578,ID39387735
11590,ID82491705
11590,ID83754951
11590,ID27720056
11596,ID73002757
11596,ID05596103
11596,ID98289617
11598,ID80190973
11598,ID43564132
11598,ID47973751
11601,ID19069416
11601,ID29922475
11601,ID94769865
11619,ID61657199
11619,ID42031867
11619,ID85068732
11631,ID24350002
11631,ID29922475
11631,ID53699583
11633,ID41310762
11633,ID27297731
11633,ID88392958
11638,ID96173168
11638,ID72811124
11638,ID08045543
11639,ID67574786
11639,ID76109141
11639,ID63924847
11641,ID52859640
11641,ID54921594
11641,ID18839725
11648,ID27702889
11648,ID73840455
11648,ID85966098
11654,ID27702889
11654,ID98109360
11654,ID00996704
11664,ID48142947
11664,ID71052971
11664,ID65282664
11679,ID83765356
11679,ID68634037
11679,ID99749993
11682,ID68928451
11682,ID38465148
11682,ID14346728
11711,ID42935914
11711,ID63509554
11711,ID12807644
11732,ID43248075
11732,ID03541111
11732,ID30828126
11734,ID87110947
11734,ID85886484
11734,ID68519454
11737,ID20583529
11737,ID44176156
11737,ID89362806
11742,ID83204565
11742,ID71202918
11742,ID27595068
11752,ID56644787
11752,ID36252354
11752,ID96566322
11753,ID46599857
11753,ID25538075
11753,ID57666909
11755,ID67428205
11755,ID64256516
11755,ID57000790
11757,ID69464236
11757,ID85013412
11757,ID49491635
11767,ID43248075
11767,ID12961411
11767,ID45055572
11781,ID18213619
11781,ID60173533
11781,ID07173194
11803,ID75586998
11803,ID36449074
11803,ID51784486
11807,ID53714569
11807,ID30681503
11807,ID57733250
11857,ID69464236
11857,ID38072957
11857,ID00089337
11861,ID37406539
11861,ID90300361
11861,ID48605802
11863,ID50444384
11863,ID52357926
11863,ID14163571
11875,ID73522592
11875,ID22600187
11875,ID52584699
11887,ID27430736
11887,ID14741935
11887,ID57477470
11889,ID85907009
11889,ID34899965
11889,ID38734172
11892,ID67574786
11892,ID27620020
11892,ID42797505
11896,ID54943417
11896,ID24910550
11896,ID72428181
11919,ID37406539
11919,ID87997891
11919,ID58868345
11963,ID69464236
11963,ID85013412
11963,ID49491635
11979,ID31950682
11979,ID31463158
11979,ID17308586
11983,ID50314771
11983,ID16445259
11983,ID47243959
12005,ID67574786
12005,ID34430226
12005,ID27620020
12008,ID92128136
12008,ID87400573
12008,ID19249211
12030,ID80180374
12030,ID30370379
12030,ID17067816
12051,ID56644787
12051,ID57205358
12051,ID16480427
12066,ID17085616
12066,ID90427781
12066,ID40009594
12098,ID54943417
12098,ID93592232
12098,ID96480213
12103,ID98066223
12103,ID66358759
12103,ID09783983
12110,ID54943417
12110,ID88444306
12110,ID55420834
12124,ID49305920
12124,ID40337264
12124,ID24980279
12127,ID95116326
12127,ID43248075
12127,ID37696388
12129,ID54943417
12129,ID88444306
12129,ID14808925
12131,ID25320446
12131,ID71710187
12131,ID38505063
12133,ID08950314
12133,ID06774449
12133,ID29095648
12144,ID96173168
12144,ID72170200
12144,ID65701292
12145,ID97206937
12145,ID19963861
12145,ID85630774
12152,ID03137770
12152,ID09172599
12152,ID91789171
12156,ID50314771
12156,ID63242715
12156,ID33376845
12163,ID83067120
12163,ID53206667
12163,ID07607193
12166,ID14247364
12166,ID69464236
12166,ID87951802
12173,ID51750235
12173,ID60027318
12173,ID69686401
12207,ID27702889
12207,ID73353411
12207,ID57380880
12213,ID56644787
12213,ID18712202
12213,ID89094896
12216,ID99951801
12216,ID73913904
12216,ID16886130
12219,ID48414987
12219,ID39486938
12219,ID25264894
12221,ID97206937
12221,ID53714569
12221,ID04686529
12234,ID61657199
12234,ID18559980
12234,ID66482662
12236,ID87110947
12236,ID16188193
12236,ID89318966
12248,ID56644787
12248,ID52374578
12248,ID59392364
12250,ID86782380
12250,ID53714569
12250,ID87275056
12252,ID03533746
12252,ID34669326
12252,ID28258674
12256,ID31676821
12256,ID01240940
12256,ID04109517
12265,ID22601337
12265,ID96918633
12265,ID46904962
12286,ID96173168
12286,ID75907878
12286,ID49948878
12302,ID46599857
12302,ID25538075
12302,ID89965392
12304,ID22768508
12304,ID99948411
12304,ID93704550
12307,ID86782380
12307,ID53714569
12307,ID87275056
12310,ID54943417
12310,ID13614125
12310,ID60704426
12313,ID79344284
12313,ID53714569
12313,ID62633296
12316,ID54595385
12316,ID92651108
12316,ID85780162
12320,ID57978417
12320,ID33730676
12320,ID06843835
12323,ID37406539
12323,ID48605802
12323,ID17869971
12328,ID36080129
12328,ID93826674
12328,ID92456608
12335,ID43248075
12335,ID67946412
12335,ID50813652
12354,ID87438670
12354,ID84618507
12354,ID99846928
12358,ID79344284
12358,ID53714569
12358,ID62633296
12363,ID65259276
12363,ID80011671
12363,ID87152630
12364,ID32347586
12364,ID84043611
12364,ID47973751
12369,ID69877478
12369,ID09092043
12369,ID54201168
12374,ID96173168
12374,ID02728347
12374,ID33976463
12375,ID29922475
12375,ID74164435
12375,ID90096740
12386,ID53053306
12386,ID70508114
12386,ID45286243
12394,ID25320446
12394,ID60848453
12394,ID71710187
12400,ID38465148
12400,ID19939668
12400,ID75979447
12407,ID35776622
12407,ID83895864
12407,ID72744203
12408,ID59307461
12408,ID27297827
12408,ID91642789
12409,ID68928451
12409,ID26583835
12409,ID58868345
12415,ID38516754
12415,ID50444384
12415,ID52357926
12420,ID03800434
12420,ID78153627
12420,ID14539151
12429,ID51750235
12429,ID60027318
12429,ID90407206
12446,ID91526028
12446,ID41438343
12446,ID37265029
12454,ID76230751
12454,ID45042206
12454,ID42418806
12455,ID44686006
12455,ID33006792
12455,ID08916910
12466,ID09092043
12466,ID53784396
12466,ID80928130
12475,ID97206937
12475,ID53714569
12475,ID04686529
12480,ID50314771
12480,ID82187861
12480,ID91647177
12483,ID87110947
12483,ID62473399
12483,ID85886484
12484,ID61657199
12484,ID52506460
12484,ID18387712
12485,ID32493641
12485,ID83522143
12485,ID71219160
12487,ID15913118
12487,ID67428205
12487,ID00041397
12491,ID83765356
12491,ID18284889
12491,ID41248444
12516,ID01755963
12516,ID22203233
12516,ID44989455
12537,ID61657199
12537,ID52506460
12537,ID33954950
12544,ID24207705
12544,ID30954909
12544,ID64388284
12554,ID73002757
12554,ID75839740
12554,ID23631127
12556,ID84500842
12556,ID33044937
12556,ID33189444
12560,ID68928451
12560,ID26583835
12560,ID19181257
12565,ID75349635
12565,ID08079133
12565,ID91055081
12573,ID45434939
12573,ID31787243
12573,ID63912918
12577,ID44686006
12577,ID95386113
12577,ID28764442
12583,ID61657199
12583,ID79125593
12583,ID18832031
12598,ID18727536
12598,ID20896373
12598,ID84917624
12607,ID49305920
12607,ID11686755
12607,ID22582599
12609,ID45434939
12609,ID00166836
12609,ID58254506
12621,ID73522592
12621,ID52584699
12621,ID55251611
12622,ID22768508
12622,ID74854148
12622,ID52504387
12640,ID96173168
12640,ID43509633
12640,ID66569349
12661,ID54595385
12661,ID85780162
12661,ID47583480
12674,ID80006638
12674,ID80125628
12674,ID00709902
12697,ID63548279
12697,ID85709752
12697,ID42878736
12698,ID27297731
12698,ID41310762
12698,ID59578025
12707,ID57978417
12707,ID30109575
12707,ID16311798
12713,ID84892865
12713,ID00099931
12713,ID00791222
12720,ID76182633
12720,ID49305920
12720,ID24980279
12731,ID61657199
12731,ID35459032
12731,ID66406357
12748,ID59307461
12748,ID69836724
12748,ID11799898
12763,ID10766628
12763,ID87488906
12763,ID43497907
12766,ID75349635
12766,ID08079133
12766,ID91055081
12770,ID96173168
12770,ID07720858
12770,ID09586607
12773,ID45434939
12773,ID13028616
12773,ID36177111
12774,ID41310762
12774,ID42573912
12774,ID75037313
12832,ID50314771
12832,ID73853627
12832,ID35006081
12847,ID41310762
12847,ID27297731
12847,ID70883098
12870,ID97206937
12870,ID76983142
12870,ID89811446
12894,ID18213619
12894,ID68294368
12894,ID19624327
12907,ID53714569
12907,ID66417936
12907,ID59523984
12941,ID87110947
12941,ID70192194
12941,ID35052317
12950,ID84500842
12950,ID41379246
12950,ID74727008
12951,ID37406539
12951,ID07428445
12951,ID19259601
12975,ID15877621
12975,ID40046462
12975,ID62787205
12996,ID16014628
12996,ID28519286
12996,ID54508931
13003,ID73002757
13003,ID80190973
13003,ID98289617
13005,ID35776622
13005,ID28521970
13005,ID26129657
13022,ID48414987
13022,ID35080140
13022,ID53963798
13023,ID24207705
13023,ID30954909
13023,ID91728407
13027,ID09092043
13027,ID83671043
13027,ID57444988
13036,ID57978417
13036,ID30109575
13036,ID06566091
13049,ID14980858
13049,ID18924672
13049,ID66867525
13050,ID46599857
13050,ID19060306
13050,ID61905183
13052,ID16014628
13052,ID54508931
13052,ID01673615
13055,ID80180374
13055,ID27493286
13055,ID26914328
13075,ID43248075
13075,ID48142947
13075,ID70250295
13078,ID46599857
13078,ID60633991
13078,ID05511990
13079,ID32493641
13079,ID70247568
13079,ID16530969
13082,ID46557256
13082,ID68928451
13082,ID75037313
13087,ID42935914
13087,ID42566927
13087,ID15964777
13111,ID53714569
13111,ID30681503
13111,ID59104842
13112,ID71202918
13112,ID18438332
13112,ID96405072
13124,ID24486185
13124,ID00791222
13124,ID33314054
13135,ID20583529
13135,ID35776622
13135,ID38858189
13142,ID19069416
13142,ID29922475
13142,ID72533929
13150,ID10766628
13150,ID39158507
13150,ID81605103
13163,ID59307461
13163,ID46379267
13163,ID58354934
13166,ID24207705
13166,ID30954909
13166,ID91728407
13169,ID16014628
13169,ID90887361
13169,ID84660500
13179,ID87110947
13179,ID35052317
13179,ID70192194
13189,ID10766628
13189,ID81605103
13189,ID39158507
13197,ID83765356
13197,ID18284889
13197,ID41248444
13199,ID64870362
13199,ID78558969
13199,ID19429998
13203,ID43248075
13203,ID04736951
13203,ID09360425
13205,ID25320446
13205,ID33793709
13205,ID98448827
13212,ID27702889
13212,ID73353411
13212,ID57380880
13215,ID73353411
13215,ID29922475
13215,ID70930579
13217,ID35776622
13217,ID88892945
13217,ID70107060
13246,ID27267451
13246,ID76177772
13246,ID55329006
13251,ID38465148
13251,ID89814259
13251,ID74373951
13257,ID25320446
13257,ID75037568
13257,ID98448827
13262,ID36080129
13262,ID13602763
13262,ID61240992
13269,ID38516754
13269,ID42452981
13269,ID46797419
13276,ID18213619
13276,ID18250811
13276,ID19624327
13279,ID80859484
13279,ID35636420
13279,ID69400526
13282,ID16014628
13282,ID51535642
13282,ID01673615
13284,ID48918281
13284,ID50616687
13284,ID68193165
13293,ID73522592
13293,ID52584699
13293,ID33807804
13301,ID43248075
13301,ID04736951
13301,ID09360425
13306,ID68928451
13306,ID54098819
13306,ID58868345
13310,ID29922475
13310,ID13261908
13310,ID90096740
13314,ID96969441
13314,ID06880411
13314,ID39838155
13315,ID62878800
13315,ID59983227
13315,ID09360687
13343,ID31950682
13343,ID29079758
13343,ID60705074
13355,ID27702889
13355,ID98109360
13355,ID73840455
13356,ID98066223
13356,ID93275959
13356,ID90742905
13362,ID80180374
13362,ID64496258
13362,ID27493286
13388,ID01755963
13388,ID56672463
13388,ID62983934
13398,ID96173168
13398,ID09815498
13398,ID09123214
13400,ID03137770
13400,ID09172599
13400,ID86424692
13424,ID32493641
13424,ID75736766
13424,ID29791150
13427,ID22601337
13427,ID51608282
13427,ID62589187
13433,ID96969441
13433,ID96899201
13433,ID06880411
13435,ID28157179
13435,ID54595385
13435,ID92997761
13448,ID18727536
13448,ID78654858
13448,ID98529807
13485,ID96173168
13485,ID72811124
13485,ID95777619
13487,ID49937497
13487,ID16982736
13487,ID45240142
13497,ID44686006
13497,ID18186473
13497,ID61321407
13518,ID18727536
13518,ID45268304
13518,ID22181648
13526,ID20757185
13526,ID67035952
13526,ID32723722
13528,ID20583529
13528,ID50978126
13528,ID72610125
13542,ID18727536
13542,ID32041641
13542,ID22901974
13567,ID42573912
13567,ID19748067
13567,ID48308591
13589,ID75451974
13589,ID63672264
13589,ID31642807
13596,ID38465148
13596,ID72844253
13596,ID00988017
13605,ID71202918
13605,ID83605330
13605,ID64328697
13612,ID61657199
13612,ID18832031
13612,ID85068732
13617,ID29922475
13617,ID73353411
13617,ID70930579
13618,ID49305920
13618,ID87997184
13618,ID16304826
13620,ID14980858
13620,ID18924672
13620,ID66867525
13631,ID44686006
13631,ID18186473
13631,ID71806581
13662,ID42573912
13662,ID48308591
13662,ID37257672
13686,ID20583529
13686,ID59684443
13686,ID55355627
13688,ID54595385
13688,ID22710389
13688,ID82308568
13704,ID22768508
13704,ID39950963
13704,ID86368243
13706,ID54943417
13706,ID88444306
13706,ID96480213
13717,ID48142947
13717,ID33230400
13717,ID20646945
13718,ID09092043
13718,ID58906803
13718,ID83671043
13725,ID54943417
13725,ID88444306
13725,ID96480213
13732,ID38516754
13732,ID42452981
13732,ID52357926
13741,ID87110947
13741,ID35052317
13741,ID85886484
13744,ID61657199
13744,ID17802073
13744,ID95108732
13746,ID68928451
13746,ID75037313
13746,ID23155542
13771,ID35776622
13771,ID21844091
13771,ID96993966
13776,ID22768508
13776,ID52504387
13776,ID66793687
13777,ID49305920
13777,ID80590600
13777,ID55586964
13778,ID29922475
13778,ID94769865
13778,ID40059074
13781,ID65707442
13781,ID46693201
13781,ID85923997
13786,ID87676245
13786,ID08946648
13786,ID55619105
13788,ID57978417
13788,ID62112476
13788,ID60719460
13793,ID84892865
13793,ID65712946
13793,ID33813727
13807,ID46737883
13807,ID38516754
13807,ID66871748
13809,ID01755963
13809,ID44989455
13809,ID87633851
13812,ID61657199
13812,ID86652962
13812,ID30834063
13813,ID05676954
13813,ID52981283
13813,ID40648847
13816,ID24190129
13816,ID49305920
13816,ID62559139
13822,ID05676954
13822,ID52981283
13822,ID66025412
13829,ID61657199
13829,ID01167649
13829,ID30834063
13832,ID71202918
13832,ID37559737
13832,ID37332789
13839,ID96173168
13839,ID43509633
13839,ID23058858
13841,ID20583529
13841,ID29201973
13841,ID24829661
13861,ID59307461
13861,ID81877482
13861,ID75959176
13865,ID22768508
13865,ID80180374
13865,ID36112574
13876,ID11568416
13876,ID83837200
13876,ID60577473
13885,ID49305920
13885,ID42493343
13885,ID91466041
13888,ID84546112
13888,ID53334884
13888,ID24975402
13897,ID71202918
13897,ID79675240
13897,ID15999063
13898,ID83765356
13898,ID18284889
13898,ID89916583
13899,ID16014628
13899,ID54508931
13899,ID14935181
13908,ID69464236
13908,ID76013373
13908,ID22218713
13909,ID18727536
13909,ID40821286
13909,ID88857011
13928,ID24350002
13928,ID19069416
13928,ID29922475
13941,ID72336161
13941,ID54158859
13941,ID41829448
13964,ID83765356
13964,ID27776126
13964,ID52016617
13975,ID37406539
13975,ID56501253
13975,ID54837843
13979,ID22768508
13979,ID03584182
13979,ID17674228
13982,ID48422470
13982,ID22600875
13982,ID01635669
13995,ID73522592
13995,ID71271210
13995,ID29881188
14000,ID65707442
14000,ID66358759
14000,ID13955866
14002,ID19069416
14002,ID29922475
14002,ID40613980
14029,ID83765356
14029,ID18284889
14029,ID89916583
14036,ID29922475
14036,ID73353411
14036,ID70930579
14049,ID38465148
14049,ID00988017
14049,ID08313709
14052,ID48414987
14052,ID39495931
14052,ID25264894
14059,ID96173168
14059,ID81809381
14059,ID26170388
14069,ID73353411
14069,ID14493918
14069,ID50969188
14074,ID50314771
14074,ID91647177
14074,ID82187861
14077,ID69464236
14077,ID49491635
14077,ID85013412
14079,ID35776622
14079,ID08295492
14079,ID84525184
14083,ID96969441
14083,ID75598513
14083,ID92436071
14098,ID53714569
14098,ID94437391
14098,ID13489216
14129,ID73522592
14129,ID92025304
14129,ID42003742
14134,ID90581933
14134,ID36817335
14134,ID29374552
14135,ID69464236
14135,ID85013412
14135,ID49491635
14137,ID46082018
14137,ID25488209
14137,ID20924235
14139,ID27267451
14139,ID49937497
14139,ID16982736
14141,ID38465148
14141,ID00988017
14141,ID08313709
14153,ID69464236
14153,ID83867216
14153,ID24250246
14184,ID96173168
14184,ID81904816
14184,ID98152702
14196,ID35776622
14196,ID21844091
14196,ID96993966
14198,ID73002757
14198,ID10723630
14198,ID21547182
14210,ID84546112
14210,ID46669344
14210,ID32581451
14214,ID75451974
14214,ID96788707
14214,ID57150419
14224,ID84546112
14224,ID46669344
14224,ID32581451
14244,ID44686006
14244,ID95386113
14244,ID28764442
14275,ID71202918
14275,ID18438332
14275,ID96405072
14283,ID38465148
14283,ID00988017
14283,ID08313709
14293,ID71202918
14293,ID36442753
14293,ID37332789
14294,ID49305920
14294,ID01319449
14294,ID24190129
14355,ID69464236
14355,ID76013373
14355,ID22218713
14358,ID64870362
14358,ID42598554
14358,ID19429998
14359,ID80190973
14359,ID48635702
14359,ID09914251
14364,ID73002757
14364,ID18917938
14364,ID87042667
14370,ID84500842
14370,ID69142882
14370,ID29476265
14382,ID25320446
14382,ID91123149
14382,ID38505063
14395,ID16014628
14395,ID32646694
14395,ID79349218
14400,ID65259276
14400,ID36425042
14400,ID50928081
14409,ID87110947
14409,ID89968677
14409,ID69297912
14410,ID31950682
14410,ID49005048
14410,ID88448842
14424,ID53714569
14424,ID98427647
14424,ID59523984
14427,ID71587900
14427,ID26245690
14427,ID54697744
14432,ID99951801
14432,ID25448608
14432,ID57253942
14442,ID38516754
14442,ID52357926
14442,ID46086838
14453,ID80180374
14453,ID16762666
14453,ID50380136
14463,ID95583608
14463,ID13862377
14463,ID38274238
14465,ID73522592
14465,ID99900246
14465,ID71271210
14474,ID24486185
14474,ID33314054
14474,ID99388562
14479,ID18727536
14479,ID32041641
14479,ID22901974
14480,ID32347586
14480,ID78019688
14480,ID85013777
14485,ID20583529
14485,ID83085992
14485,ID67615742
14487,ID36080129
14487,ID41807437
14487,ID61240992
14489,ID20583529
14489,ID37224381
14489,ID12150045
14495,ID92025304
14495,ID73522592
14495,ID42003742
14505,ID69464236
14505,ID32515759
14505,ID08920857
14521,ID20583529
14521,ID92889105
14521,ID59684443
14526,ID75349635
14526,ID57781891
14526,ID70774680
14528,ID22601337
14528,ID96969441
14528,ID11478173
14529,ID92025304
14529,ID83187113
14529,ID98311973
14535,ID93544363
14535,ID87676245
14535,ID08946648
14546,ID98216291
14546,ID22601337
14546,ID95990202
14559,ID35776622
14559,ID88892945
14559,ID72694734
14560,ID53714569
14560,ID63460468
14560,ID98427647
14570,ID08950314
14570,ID07865411
14570,ID69198648
14577,ID46599857
14577,ID61905183
14577,ID88323147
14584,ID57978417
14584,ID46337015
14584,ID36397652
14588,ID20583529
14588,ID80009129
14588,ID67615742
14590,ID62473443
14590,ID83046750
14590,ID44011951
14591,ID36832251
14591,ID84891170
14591,ID50198202
14604,ID51750235
14604,ID52090622
14604,ID69686401
14608,ID53279747
14608,ID85351071
14608,ID01266674
14631,ID49305920
14631,ID39387735
14631,ID37784665
14636,ID43248075
14636,ID96364829
14636,ID79885187
14638,ID36080129
14638,ID13602763
14638,ID61240992
14643,ID46082018
14643,ID25488209
14643,ID67147270
14649,ID69464236
14649,ID25737671
14649,ID48090599
14661,ID44686006
14661,ID54287019
14661,ID34040619
14662,ID45907793
14662,ID38516754
14662,ID39205659
14668,ID73002757
14668,ID05596103
14668,ID65814748
14669,ID48422470
14669,ID65507709
14669,ID07527655
14672,ID54943417
14672,ID88444306
14672,ID96480213
14678,ID68630355
14678,ID38465148
14678,ID90562706
14682,ID95788246
14682,ID15341175
14682,ID97197453
14687,ID03533746
14687,ID83648791
14687,ID02001099
14690,ID84500842
14690,ID61912608
14690,ID66514882
14691,ID60507252
14691,ID94320796
14691,ID11074881
14697,ID46599857
14697,ID64127314
14697,ID13131850
14718,ID46082018
14718,ID23268705
14718,ID62589109
14732,ID03119708
14732,ID91129999
14732,ID22211900
14735,ID96173168
14735,ID09815498
14735,ID09123214
14741,ID46599857
14741,ID12509436
14741,ID15297829
14752,ID31676821
14752,ID60338530
14752,ID69524868
14754,ID14497000
14754,ID35156910
14754,ID40178291
14763,ID96173168
14763,ID26170388
14763,ID37463657
14772,ID53279747
14772,ID85351071
14772,ID04050510
14776,ID86782380
14776,ID53714569
14776,ID89045703
14794,ID26245690
14794,ID06397626
14794,ID71656864
14796,ID27430736
14796,ID14741935
14796,ID91607177
14802,ID64870362
14802,ID19429998
14802,ID79307347
14803,ID48414987
14803,ID55849562
14803,ID25264894
14833,ID64870362
14833,ID78558969
14833,ID19429998
14853,ID31950682
14853,ID17308586
14853,ID20478641
14856,ID73353411
14856,ID69876811
14856,ID71828749
14873,ID32347586
14873,ID78019688
14873,ID80538244
14924,ID44686006
14924,ID33006792
14924,ID08916910
14933,ID44686006
14933,ID54287019
14933,ID34040619
14940,ID48414987
14940,ID95609352
14940,ID25264894
14941,ID35776622
14941,ID88892945
14941,ID84525184
14977,ID79081557
14977,ID84500842
14977,ID90882260
14986,ID68928451
14986,ID06978956
14986,ID58868345
15000,ID31950682
15000,ID29079758
15000,ID60705074
15005,ID86782380
15005,ID53714569
15005,ID89045703
15007,ID62878800
15007,ID81345703
15007,ID46797419
15013,ID77134168
15013,ID45646557
15013,ID71411730
15014,ID07225888
15014,ID32659937
15014,ID72324375
15037,ID96173168
15037,ID81904816
15037,ID98152702
15040,ID48142947
15040,ID86797028
15040,ID88624890
15042,ID61225439
15042,ID52555817
15042,ID99097859
15046,ID86782380
15046,ID53714569
15046,ID89045703
15047,ID86782380
15047,ID53714569
15047,ID89045703
15048,ID73353411
15048,ID40945868
15048,ID90738314
15054,ID61657199
15054,ID53557990
15054,ID13625730
15063,ID22601337
15063,ID51608282
15063,ID62589187
15071,ID18727536
15071,ID20896373
15071,ID77609555
15074,ID51750235
15074,ID60027318
15074,ID69686401
15077,ID01755963
15077,ID34677212
15077,ID52606191
15086,ID72336161
15086,ID54158859
15086,ID91486969
15099,ID96173168
15099,ID99581876
15099,ID09815498
15102,ID48422470
15102,ID98878164
15102,ID82806346
15103,ID48422470
15103,ID65507709
15103,ID07527655
15110,ID31676821
15110,ID53764248
15110,ID71053094
15113,ID48414987
15113,ID87919536
15113,ID25264894
15115,ID96173168
15115,ID51309001
15115,ID99581876
15124,ID92025304
15124,ID66020980
15124,ID83187113
15130,ID62118300
15130,ID57978417
15130,ID59845156
15134,ID53714569
15134,ID49757580
15134,ID27604929
15136,ID62473443
15136,ID30080321
15136,ID44011951
15138,ID31950682
15138,ID66558091
15138,ID10978060
15139,ID68928451
15139,ID46602096
15139,ID23155542
15154,ID57978417
15154,ID46337015
15154,ID76707573
15155,ID81178896
15155,ID59220860
15155,ID63714431
15167,ID43513134
15167,ID84335916
15167,ID32237663
15168,ID96969441
15168,ID57781361
15168,ID59000265
15174,ID27702889
15174,ID03767442
15174,ID39198191
15178,ID80960872
15178,ID93544363
15178,ID61780543
15181,ID80960872
15181,ID93544363
15181,ID61780543
15183,ID93544363
15183,ID61912354
15183,ID61780543
15186,ID69464236
15186,ID32515759
15186,ID25737671
15192,ID73353411
15192,ID40945868
15192,ID90738314
15203,ID52859640
15203,ID54921594
15203,ID18839725
15214,ID87110947
15214,ID49152437
15214,ID85886484
15220,ID64870362
15220,ID50636476
15220,ID78558969
15221,ID48414987
15221,ID66230462
15221,ID50897874
15222,ID20583529
15222,ID96173168
15222,ID37463657
15224,ID27430736
15224,ID14741935
15224,ID91607177
15229,ID48414987
15229,ID66230462
15229,ID50897874
15231,ID01485180
15231,ID30954909
15231,ID24207705
15233,ID73353411
15233,ID29922475
15233,ID70930579
15236,ID29922475
15236,ID91575476
15236,ID92693649
15237,ID50444384
15237,ID48238983
15237,ID55609424
15239,ID98066223
15239,ID42136488
15239,ID93275959
15241,ID44686006
15241,ID64141955
15241,ID61057998
